slice_id,scan_npy,mask_npy
465,temp_slices/scan_465.npy,temp_slices/mask_465.npy
466,temp_slices/scan_466.npy,temp_slices/mask_466.npy
467,temp_slices/scan_467.npy,temp_slices/mask_467.npy
468,temp_slices/scan_468.npy,temp_slices/mask_468.npy
469,temp_slices/scan_469.npy,temp_slices/mask_469.npy
470,temp_slices/scan_470.npy,temp_slices/mask_470.npy
471,temp_slices/scan_471.npy,temp_slices/mask_471.npy
472,temp_slices/scan_472.npy,temp_slices/mask_472.npy
473,temp_slices/scan_473.npy,temp_slices/mask_473.npy
474,temp_slices/scan_474.npy,temp_slices/mask_474.npy
475,temp_slices/scan_475.npy,temp_slices/mask_475.npy
476,temp_slices/scan_476.npy,temp_slices/mask_476.npy
477,temp_slices/scan_477.npy,temp_slices/mask_477.npy
478,temp_slices/scan_478.npy,temp_slices/mask_478.npy
479,temp_slices/scan_479.npy,temp_slices/mask_479.npy
480,temp_slices/scan_480.npy,temp_slices/mask_480.npy
481,temp_slices/scan_481.npy,temp_slices/mask_481.npy
482,temp_slices/scan_482.npy,temp_slices/mask_482.npy
483,temp_slices/scan_483.npy,temp_slices/mask_483.npy
484,temp_slices/scan_484.npy,temp_slices/mask_484.npy
485,temp_slices/scan_485.npy,temp_slices/mask_485.npy
486,temp_slices/scan_486.npy,temp_slices/mask_486.npy
487,temp_slices/scan_487.npy,temp_slices/mask_487.npy
488,temp_slices/scan_488.npy,temp_slices/mask_488.npy
489,temp_slices/scan_489.npy,temp_slices/mask_489.npy
490,temp_slices/scan_490.npy,temp_slices/mask_490.npy
491,temp_slices/scan_491.npy,temp_slices/mask_491.npy
492,temp_slices/scan_492.npy,temp_slices/mask_492.npy
493,temp_slices/scan_493.npy,temp_slices/mask_493.npy
494,temp_slices/scan_494.npy,temp_slices/mask_494.npy
495,temp_slices/scan_495.npy,temp_slices/mask_495.npy
496,temp_slices/scan_496.npy,temp_slices/mask_496.npy
497,temp_slices/scan_497.npy,temp_slices/mask_497.npy
498,temp_slices/scan_498.npy,temp_slices/mask_498.npy
499,temp_slices/scan_499.npy,temp_slices/mask_499.npy
500,temp_slices/scan_500.npy,temp_slices/mask_500.npy
501,temp_slices/scan_501.npy,temp_slices/mask_501.npy
502,temp_slices/scan_502.npy,temp_slices/mask_502.npy
503,temp_slices/scan_503.npy,temp_slices/mask_503.npy
504,temp_slices/scan_504.npy,temp_slices/mask_504.npy
505,temp_slices/scan_505.npy,temp_slices/mask_505.npy
506,temp_slices/scan_506.npy,temp_slices/mask_506.npy
507,temp_slices/scan_507.npy,temp_slices/mask_507.npy
508,temp_slices/scan_508.npy,temp_slices/mask_508.npy
509,temp_slices/scan_509.npy,temp_slices/mask_509.npy
510,temp_slices/scan_510.npy,temp_slices/mask_510.npy
511,temp_slices/scan_511.npy,temp_slices/mask_511.npy
512,temp_slices/scan_512.npy,temp_slices/mask_512.npy
513,temp_slices/scan_513.npy,temp_slices/mask_513.npy
514,temp_slices/scan_514.npy,temp_slices/mask_514.npy
515,temp_slices/scan_515.npy,temp_slices/mask_515.npy
516,temp_slices/scan_516.npy,temp_slices/mask_516.npy
517,temp_slices/scan_517.npy,temp_slices/mask_517.npy
518,temp_slices/scan_518.npy,temp_slices/mask_518.npy
519,temp_slices/scan_519.npy,temp_slices/mask_519.npy
520,temp_slices/scan_520.npy,temp_slices/mask_520.npy
521,temp_slices/scan_521.npy,temp_slices/mask_521.npy
522,temp_slices/scan_522.npy,temp_slices/mask_522.npy
523,temp_slices/scan_523.npy,temp_slices/mask_523.npy
524,temp_slices/scan_524.npy,temp_slices/mask_524.npy
525,temp_slices/scan_525.npy,temp_slices/mask_525.npy
526,temp_slices/scan_526.npy,temp_slices/mask_526.npy
527,temp_slices/scan_527.npy,temp_slices/mask_527.npy
528,temp_slices/scan_528.npy,temp_slices/mask_528.npy
529,temp_slices/scan_529.npy,temp_slices/mask_529.npy
530,temp_slices/scan_530.npy,temp_slices/mask_530.npy
531,temp_slices/scan_531.npy,temp_slices/mask_531.npy
532,temp_slices/scan_532.npy,temp_slices/mask_532.npy
533,temp_slices/scan_533.npy,temp_slices/mask_533.npy
534,temp_slices/scan_534.npy,temp_slices/mask_534.npy
535,temp_slices/scan_535.npy,temp_slices/mask_535.npy
536,temp_slices/scan_536.npy,temp_slices/mask_536.npy
537,temp_slices/scan_537.npy,temp_slices/mask_537.npy
538,temp_slices/scan_538.npy,temp_slices/mask_538.npy
539,temp_slices/scan_539.npy,temp_slices/mask_539.npy
540,temp_slices/scan_540.npy,temp_slices/mask_540.npy
541,temp_slices/scan_541.npy,temp_slices/mask_541.npy
542,temp_slices/scan_542.npy,temp_slices/mask_542.npy
543,temp_slices/scan_543.npy,temp_slices/mask_543.npy
544,temp_slices/scan_544.npy,temp_slices/mask_544.npy
545,temp_slices/scan_545.npy,temp_slices/mask_545.npy
546,temp_slices/scan_546.npy,temp_slices/mask_546.npy
547,temp_slices/scan_547.npy,temp_slices/mask_547.npy
548,temp_slices/scan_548.npy,temp_slices/mask_548.npy
549,temp_slices/scan_549.npy,temp_slices/mask_549.npy
550,temp_slices/scan_550.npy,temp_slices/mask_550.npy
551,temp_slices/scan_551.npy,temp_slices/mask_551.npy
552,temp_slices/scan_552.npy,temp_slices/mask_552.npy
553,temp_slices/scan_553.npy,temp_slices/mask_553.npy
554,temp_slices/scan_554.npy,temp_slices/mask_554.npy
555,temp_slices/scan_555.npy,temp_slices/mask_555.npy
556,temp_slices/scan_556.npy,temp_slices/mask_556.npy
557,temp_slices/scan_557.npy,temp_slices/mask_557.npy
558,temp_slices/scan_558.npy,temp_slices/mask_558.npy
559,temp_slices/scan_559.npy,temp_slices/mask_559.npy
560,temp_slices/scan_560.npy,temp_slices/mask_560.npy
561,temp_slices/scan_561.npy,temp_slices/mask_561.npy
562,temp_slices/scan_562.npy,temp_slices/mask_562.npy
563,temp_slices/scan_563.npy,temp_slices/mask_563.npy
564,temp_slices/scan_564.npy,temp_slices/mask_564.npy
565,temp_slices/scan_565.npy,temp_slices/mask_565.npy
566,temp_slices/scan_566.npy,temp_slices/mask_566.npy
567,temp_slices/scan_567.npy,temp_slices/mask_567.npy
568,temp_slices/scan_568.npy,temp_slices/mask_568.npy
569,temp_slices/scan_569.npy,temp_slices/mask_569.npy
570,temp_slices/scan_570.npy,temp_slices/mask_570.npy
571,temp_slices/scan_571.npy,temp_slices/mask_571.npy
572,temp_slices/scan_572.npy,temp_slices/mask_572.npy
573,temp_slices/scan_573.npy,temp_slices/mask_573.npy
574,temp_slices/scan_574.npy,temp_slices/mask_574.npy
575,temp_slices/scan_575.npy,temp_slices/mask_575.npy
576,temp_slices/scan_576.npy,temp_slices/mask_576.npy
577,temp_slices/scan_577.npy,temp_slices/mask_577.npy
578,temp_slices/scan_578.npy,temp_slices/mask_578.npy
579,temp_slices/scan_579.npy,temp_slices/mask_579.npy
580,temp_slices/scan_580.npy,temp_slices/mask_580.npy
581,temp_slices/scan_581.npy,temp_slices/mask_581.npy
582,temp_slices/scan_582.npy,temp_slices/mask_582.npy
583,temp_slices/scan_583.npy,temp_slices/mask_583.npy
584,temp_slices/scan_584.npy,temp_slices/mask_584.npy
585,temp_slices/scan_585.npy,temp_slices/mask_585.npy
586,temp_slices/scan_586.npy,temp_slices/mask_586.npy
587,temp_slices/scan_587.npy,temp_slices/mask_587.npy
588,temp_slices/scan_588.npy,temp_slices/mask_588.npy
589,temp_slices/scan_589.npy,temp_slices/mask_589.npy
590,temp_slices/scan_590.npy,temp_slices/mask_590.npy
591,temp_slices/scan_591.npy,temp_slices/mask_591.npy
592,temp_slices/scan_592.npy,temp_slices/mask_592.npy
593,temp_slices/scan_593.npy,temp_slices/mask_593.npy
594,temp_slices/scan_594.npy,temp_slices/mask_594.npy
595,temp_slices/scan_595.npy,temp_slices/mask_595.npy
596,temp_slices/scan_596.npy,temp_slices/mask_596.npy
597,temp_slices/scan_597.npy,temp_slices/mask_597.npy
598,temp_slices/scan_598.npy,temp_slices/mask_598.npy
599,temp_slices/scan_599.npy,temp_slices/mask_599.npy
600,temp_slices/scan_600.npy,temp_slices/mask_600.npy
601,temp_slices/scan_601.npy,temp_slices/mask_601.npy
602,temp_slices/scan_602.npy,temp_slices/mask_602.npy
603,temp_slices/scan_603.npy,temp_slices/mask_603.npy
604,temp_slices/scan_604.npy,temp_slices/mask_604.npy
605,temp_slices/scan_605.npy,temp_slices/mask_605.npy
606,temp_slices/scan_606.npy,temp_slices/mask_606.npy
607,temp_slices/scan_607.npy,temp_slices/mask_607.npy
608,temp_slices/scan_608.npy,temp_slices/mask_608.npy
609,temp_slices/scan_609.npy,temp_slices/mask_609.npy
610,temp_slices/scan_610.npy,temp_slices/mask_610.npy
611,temp_slices/scan_611.npy,temp_slices/mask_611.npy
612,temp_slices/scan_612.npy,temp_slices/mask_612.npy
613,temp_slices/scan_613.npy,temp_slices/mask_613.npy
614,temp_slices/scan_614.npy,temp_slices/mask_614.npy
615,temp_slices/scan_615.npy,temp_slices/mask_615.npy
616,temp_slices/scan_616.npy,temp_slices/mask_616.npy
617,temp_slices/scan_617.npy,temp_slices/mask_617.npy
618,temp_slices/scan_618.npy,temp_slices/mask_618.npy
619,temp_slices/scan_619.npy,temp_slices/mask_619.npy
620,temp_slices/scan_620.npy,temp_slices/mask_620.npy
621,temp_slices/scan_621.npy,temp_slices/mask_621.npy
622,temp_slices/scan_622.npy,temp_slices/mask_622.npy
623,temp_slices/scan_623.npy,temp_slices/mask_623.npy
624,temp_slices/scan_624.npy,temp_slices/mask_624.npy
625,temp_slices/scan_625.npy,temp_slices/mask_625.npy
626,temp_slices/scan_626.npy,temp_slices/mask_626.npy
627,temp_slices/scan_627.npy,temp_slices/mask_627.npy
628,temp_slices/scan_628.npy,temp_slices/mask_628.npy
629,temp_slices/scan_629.npy,temp_slices/mask_629.npy
630,temp_slices/scan_630.npy,temp_slices/mask_630.npy
631,temp_slices/scan_631.npy,temp_slices/mask_631.npy
632,temp_slices/scan_632.npy,temp_slices/mask_632.npy
633,temp_slices/scan_633.npy,temp_slices/mask_633.npy
634,temp_slices/scan_634.npy,temp_slices/mask_634.npy
635,temp_slices/scan_635.npy,temp_slices/mask_635.npy
636,temp_slices/scan_636.npy,temp_slices/mask_636.npy
637,temp_slices/scan_637.npy,temp_slices/mask_637.npy
638,temp_slices/scan_638.npy,temp_slices/mask_638.npy
639,temp_slices/scan_639.npy,temp_slices/mask_639.npy
640,temp_slices/scan_640.npy,temp_slices/mask_640.npy
641,temp_slices/scan_641.npy,temp_slices/mask_641.npy
642,temp_slices/scan_642.npy,temp_slices/mask_642.npy
643,temp_slices/scan_643.npy,temp_slices/mask_643.npy
644,temp_slices/scan_644.npy,temp_slices/mask_644.npy
645,temp_slices/scan_645.npy,temp_slices/mask_645.npy
646,temp_slices/scan_646.npy,temp_slices/mask_646.npy
647,temp_slices/scan_647.npy,temp_slices/mask_647.npy
648,temp_slices/scan_648.npy,temp_slices/mask_648.npy
649,temp_slices/scan_649.npy,temp_slices/mask_649.npy
650,temp_slices/scan_650.npy,temp_slices/mask_650.npy
651,temp_slices/scan_651.npy,temp_slices/mask_651.npy
652,temp_slices/scan_652.npy,temp_slices/mask_652.npy
653,temp_slices/scan_653.npy,temp_slices/mask_653.npy
654,temp_slices/scan_654.npy,temp_slices/mask_654.npy
655,temp_slices/scan_655.npy,temp_slices/mask_655.npy
656,temp_slices/scan_656.npy,temp_slices/mask_656.npy
657,temp_slices/scan_657.npy,temp_slices/mask_657.npy
658,temp_slices/scan_658.npy,temp_slices/mask_658.npy
659,temp_slices/scan_659.npy,temp_slices/mask_659.npy
660,temp_slices/scan_660.npy,temp_slices/mask_660.npy
661,temp_slices/scan_661.npy,temp_slices/mask_661.npy
662,temp_slices/scan_662.npy,temp_slices/mask_662.npy
663,temp_slices/scan_663.npy,temp_slices/mask_663.npy
664,temp_slices/scan_664.npy,temp_slices/mask_664.npy
665,temp_slices/scan_665.npy,temp_slices/mask_665.npy
666,temp_slices/scan_666.npy,temp_slices/mask_666.npy
667,temp_slices/scan_667.npy,temp_slices/mask_667.npy
668,temp_slices/scan_668.npy,temp_slices/mask_668.npy
669,temp_slices/scan_669.npy,temp_slices/mask_669.npy
670,temp_slices/scan_670.npy,temp_slices/mask_670.npy
671,temp_slices/scan_671.npy,temp_slices/mask_671.npy
672,temp_slices/scan_672.npy,temp_slices/mask_672.npy
673,temp_slices/scan_673.npy,temp_slices/mask_673.npy
674,temp_slices/scan_674.npy,temp_slices/mask_674.npy
675,temp_slices/scan_675.npy,temp_slices/mask_675.npy
676,temp_slices/scan_676.npy,temp_slices/mask_676.npy
677,temp_slices/scan_677.npy,temp_slices/mask_677.npy
678,temp_slices/scan_678.npy,temp_slices/mask_678.npy
679,temp_slices/scan_679.npy,temp_slices/mask_679.npy
680,temp_slices/scan_680.npy,temp_slices/mask_680.npy
681,temp_slices/scan_681.npy,temp_slices/mask_681.npy
682,temp_slices/scan_682.npy,temp_slices/mask_682.npy
683,temp_slices/scan_683.npy,temp_slices/mask_683.npy
684,temp_slices/scan_684.npy,temp_slices/mask_684.npy
685,temp_slices/scan_685.npy,temp_slices/mask_685.npy
686,temp_slices/scan_686.npy,temp_slices/mask_686.npy
687,temp_slices/scan_687.npy,temp_slices/mask_687.npy
688,temp_slices/scan_688.npy,temp_slices/mask_688.npy
689,temp_slices/scan_689.npy,temp_slices/mask_689.npy
690,temp_slices/scan_690.npy,temp_slices/mask_690.npy
691,temp_slices/scan_691.npy,temp_slices/mask_691.npy
692,temp_slices/scan_692.npy,temp_slices/mask_692.npy
693,temp_slices/scan_693.npy,temp_slices/mask_693.npy
694,temp_slices/scan_694.npy,temp_slices/mask_694.npy
695,temp_slices/scan_695.npy,temp_slices/mask_695.npy
696,temp_slices/scan_696.npy,temp_slices/mask_696.npy
697,temp_slices/scan_697.npy,temp_slices/mask_697.npy
698,temp_slices/scan_698.npy,temp_slices/mask_698.npy
699,temp_slices/scan_699.npy,temp_slices/mask_699.npy
700,temp_slices/scan_700.npy,temp_slices/mask_700.npy
701,temp_slices/scan_701.npy,temp_slices/mask_701.npy
702,temp_slices/scan_702.npy,temp_slices/mask_702.npy
703,temp_slices/scan_703.npy,temp_slices/mask_703.npy
704,temp_slices/scan_704.npy,temp_slices/mask_704.npy
705,temp_slices/scan_705.npy,temp_slices/mask_705.npy
706,temp_slices/scan_706.npy,temp_slices/mask_706.npy
707,temp_slices/scan_707.npy,temp_slices/mask_707.npy
708,temp_slices/scan_708.npy,temp_slices/mask_708.npy
709,temp_slices/scan_709.npy,temp_slices/mask_709.npy
710,temp_slices/scan_710.npy,temp_slices/mask_710.npy
711,temp_slices/scan_711.npy,temp_slices/mask_711.npy
712,temp_slices/scan_712.npy,temp_slices/mask_712.npy
713,temp_slices/scan_713.npy,temp_slices/mask_713.npy
714,temp_slices/scan_714.npy,temp_slices/mask_714.npy
715,temp_slices/scan_715.npy,temp_slices/mask_715.npy
716,temp_slices/scan_716.npy,temp_slices/mask_716.npy
717,temp_slices/scan_717.npy,temp_slices/mask_717.npy
718,temp_slices/scan_718.npy,temp_slices/mask_718.npy
719,temp_slices/scan_719.npy,temp_slices/mask_719.npy
720,temp_slices/scan_720.npy,temp_slices/mask_720.npy
721,temp_slices/scan_721.npy,temp_slices/mask_721.npy
722,temp_slices/scan_722.npy,temp_slices/mask_722.npy
723,temp_slices/scan_723.npy,temp_slices/mask_723.npy
724,temp_slices/scan_724.npy,temp_slices/mask_724.npy
725,temp_slices/scan_725.npy,temp_slices/mask_725.npy
726,temp_slices/scan_726.npy,temp_slices/mask_726.npy
727,temp_slices/scan_727.npy,temp_slices/mask_727.npy
728,temp_slices/scan_728.npy,temp_slices/mask_728.npy
729,temp_slices/scan_729.npy,temp_slices/mask_729.npy
730,temp_slices/scan_730.npy,temp_slices/mask_730.npy
731,temp_slices/scan_731.npy,temp_slices/mask_731.npy
732,temp_slices/scan_732.npy,temp_slices/mask_732.npy
733,temp_slices/scan_733.npy,temp_slices/mask_733.npy
734,temp_slices/scan_734.npy,temp_slices/mask_734.npy
735,temp_slices/scan_735.npy,temp_slices/mask_735.npy
736,temp_slices/scan_736.npy,temp_slices/mask_736.npy
737,temp_slices/scan_737.npy,temp_slices/mask_737.npy
738,temp_slices/scan_738.npy,temp_slices/mask_738.npy
739,temp_slices/scan_739.npy,temp_slices/mask_739.npy
740,temp_slices/scan_740.npy,temp_slices/mask_740.npy
741,temp_slices/scan_741.npy,temp_slices/mask_741.npy
742,temp_slices/scan_742.npy,temp_slices/mask_742.npy
743,temp_slices/scan_743.npy,temp_slices/mask_743.npy
744,temp_slices/scan_744.npy,temp_slices/mask_744.npy
745,temp_slices/scan_745.npy,temp_slices/mask_745.npy
746,temp_slices/scan_746.npy,temp_slices/mask_746.npy
747,temp_slices/scan_747.npy,temp_slices/mask_747.npy
748,temp_slices/scan_748.npy,temp_slices/mask_748.npy
749,temp_slices/scan_749.npy,temp_slices/mask_749.npy
750,temp_slices/scan_750.npy,temp_slices/mask_750.npy
751,temp_slices/scan_751.npy,temp_slices/mask_751.npy
752,temp_slices/scan_752.npy,temp_slices/mask_752.npy
753,temp_slices/scan_753.npy,temp_slices/mask_753.npy
754,temp_slices/scan_754.npy,temp_slices/mask_754.npy
755,temp_slices/scan_755.npy,temp_slices/mask_755.npy
756,temp_slices/scan_756.npy,temp_slices/mask_756.npy
757,temp_slices/scan_757.npy,temp_slices/mask_757.npy
758,temp_slices/scan_758.npy,temp_slices/mask_758.npy
759,temp_slices/scan_759.npy,temp_slices/mask_759.npy
760,temp_slices/scan_760.npy,temp_slices/mask_760.npy
761,temp_slices/scan_761.npy,temp_slices/mask_761.npy
762,temp_slices/scan_762.npy,temp_slices/mask_762.npy
763,temp_slices/scan_763.npy,temp_slices/mask_763.npy
764,temp_slices/scan_764.npy,temp_slices/mask_764.npy
765,temp_slices/scan_765.npy,temp_slices/mask_765.npy
766,temp_slices/scan_766.npy,temp_slices/mask_766.npy
767,temp_slices/scan_767.npy,temp_slices/mask_767.npy
768,temp_slices/scan_768.npy,temp_slices/mask_768.npy
769,temp_slices/scan_769.npy,temp_slices/mask_769.npy
770,temp_slices/scan_770.npy,temp_slices/mask_770.npy
771,temp_slices/scan_771.npy,temp_slices/mask_771.npy
772,temp_slices/scan_772.npy,temp_slices/mask_772.npy
773,temp_slices/scan_773.npy,temp_slices/mask_773.npy
774,temp_slices/scan_774.npy,temp_slices/mask_774.npy
775,temp_slices/scan_775.npy,temp_slices/mask_775.npy
776,temp_slices/scan_776.npy,temp_slices/mask_776.npy
777,temp_slices/scan_777.npy,temp_slices/mask_777.npy
778,temp_slices/scan_778.npy,temp_slices/mask_778.npy
779,temp_slices/scan_779.npy,temp_slices/mask_779.npy
780,temp_slices/scan_780.npy,temp_slices/mask_780.npy
781,temp_slices/scan_781.npy,temp_slices/mask_781.npy
782,temp_slices/scan_782.npy,temp_slices/mask_782.npy
783,temp_slices/scan_783.npy,temp_slices/mask_783.npy
784,temp_slices/scan_784.npy,temp_slices/mask_784.npy
785,temp_slices/scan_785.npy,temp_slices/mask_785.npy
786,temp_slices/scan_786.npy,temp_slices/mask_786.npy
787,temp_slices/scan_787.npy,temp_slices/mask_787.npy
788,temp_slices/scan_788.npy,temp_slices/mask_788.npy
789,temp_slices/scan_789.npy,temp_slices/mask_789.npy
790,temp_slices/scan_790.npy,temp_slices/mask_790.npy
791,temp_slices/scan_791.npy,temp_slices/mask_791.npy
792,temp_slices/scan_792.npy,temp_slices/mask_792.npy
793,temp_slices/scan_793.npy,temp_slices/mask_793.npy
794,temp_slices/scan_794.npy,temp_slices/mask_794.npy
795,temp_slices/scan_795.npy,temp_slices/mask_795.npy
796,temp_slices/scan_796.npy,temp_slices/mask_796.npy
797,temp_slices/scan_797.npy,temp_slices/mask_797.npy
798,temp_slices/scan_798.npy,temp_slices/mask_798.npy
799,temp_slices/scan_799.npy,temp_slices/mask_799.npy
800,temp_slices/scan_800.npy,temp_slices/mask_800.npy
801,temp_slices/scan_801.npy,temp_slices/mask_801.npy
802,temp_slices/scan_802.npy,temp_slices/mask_802.npy
803,temp_slices/scan_803.npy,temp_slices/mask_803.npy
804,temp_slices/scan_804.npy,temp_slices/mask_804.npy
805,temp_slices/scan_805.npy,temp_slices/mask_805.npy
806,temp_slices/scan_806.npy,temp_slices/mask_806.npy
807,temp_slices/scan_807.npy,temp_slices/mask_807.npy
808,temp_slices/scan_808.npy,temp_slices/mask_808.npy
809,temp_slices/scan_809.npy,temp_slices/mask_809.npy
810,temp_slices/scan_810.npy,temp_slices/mask_810.npy
811,temp_slices/scan_811.npy,temp_slices/mask_811.npy
812,temp_slices/scan_812.npy,temp_slices/mask_812.npy
813,temp_slices/scan_813.npy,temp_slices/mask_813.npy
814,temp_slices/scan_814.npy,temp_slices/mask_814.npy
815,temp_slices/scan_815.npy,temp_slices/mask_815.npy
816,temp_slices/scan_816.npy,temp_slices/mask_816.npy
817,temp_slices/scan_817.npy,temp_slices/mask_817.npy
818,temp_slices/scan_818.npy,temp_slices/mask_818.npy
819,temp_slices/scan_819.npy,temp_slices/mask_819.npy
820,temp_slices/scan_820.npy,temp_slices/mask_820.npy
821,temp_slices/scan_821.npy,temp_slices/mask_821.npy
822,temp_slices/scan_822.npy,temp_slices/mask_822.npy
823,temp_slices/scan_823.npy,temp_slices/mask_823.npy
824,temp_slices/scan_824.npy,temp_slices/mask_824.npy
825,temp_slices/scan_825.npy,temp_slices/mask_825.npy
826,temp_slices/scan_826.npy,temp_slices/mask_826.npy
827,temp_slices/scan_827.npy,temp_slices/mask_827.npy
828,temp_slices/scan_828.npy,temp_slices/mask_828.npy
829,temp_slices/scan_829.npy,temp_slices/mask_829.npy
830,temp_slices/scan_830.npy,temp_slices/mask_830.npy
831,temp_slices/scan_831.npy,temp_slices/mask_831.npy
832,temp_slices/scan_832.npy,temp_slices/mask_832.npy
833,temp_slices/scan_833.npy,temp_slices/mask_833.npy
834,temp_slices/scan_834.npy,temp_slices/mask_834.npy
835,temp_slices/scan_835.npy,temp_slices/mask_835.npy
836,temp_slices/scan_836.npy,temp_slices/mask_836.npy
837,temp_slices/scan_837.npy,temp_slices/mask_837.npy
838,temp_slices/scan_838.npy,temp_slices/mask_838.npy
839,temp_slices/scan_839.npy,temp_slices/mask_839.npy
840,temp_slices/scan_840.npy,temp_slices/mask_840.npy
841,temp_slices/scan_841.npy,temp_slices/mask_841.npy
842,temp_slices/scan_842.npy,temp_slices/mask_842.npy
843,temp_slices/scan_843.npy,temp_slices/mask_843.npy
844,temp_slices/scan_844.npy,temp_slices/mask_844.npy
845,temp_slices/scan_845.npy,temp_slices/mask_845.npy
846,temp_slices/scan_846.npy,temp_slices/mask_846.npy
847,temp_slices/scan_847.npy,temp_slices/mask_847.npy
848,temp_slices/scan_848.npy,temp_slices/mask_848.npy
849,temp_slices/scan_849.npy,temp_slices/mask_849.npy
850,temp_slices/scan_850.npy,temp_slices/mask_850.npy
851,temp_slices/scan_851.npy,temp_slices/mask_851.npy
852,temp_slices/scan_852.npy,temp_slices/mask_852.npy
853,temp_slices/scan_853.npy,temp_slices/mask_853.npy
854,temp_slices/scan_854.npy,temp_slices/mask_854.npy
855,temp_slices/scan_855.npy,temp_slices/mask_855.npy
856,temp_slices/scan_856.npy,temp_slices/mask_856.npy
857,temp_slices/scan_857.npy,temp_slices/mask_857.npy
858,temp_slices/scan_858.npy,temp_slices/mask_858.npy
859,temp_slices/scan_859.npy,temp_slices/mask_859.npy
860,temp_slices/scan_860.npy,temp_slices/mask_860.npy
861,temp_slices/scan_861.npy,temp_slices/mask_861.npy
862,temp_slices/scan_862.npy,temp_slices/mask_862.npy
863,temp_slices/scan_863.npy,temp_slices/mask_863.npy
864,temp_slices/scan_864.npy,temp_slices/mask_864.npy
865,temp_slices/scan_865.npy,temp_slices/mask_865.npy
866,temp_slices/scan_866.npy,temp_slices/mask_866.npy
867,temp_slices/scan_867.npy,temp_slices/mask_867.npy
868,temp_slices/scan_868.npy,temp_slices/mask_868.npy
869,temp_slices/scan_869.npy,temp_slices/mask_869.npy
870,temp_slices/scan_870.npy,temp_slices/mask_870.npy
871,temp_slices/scan_871.npy,temp_slices/mask_871.npy
872,temp_slices/scan_872.npy,temp_slices/mask_872.npy
873,temp_slices/scan_873.npy,temp_slices/mask_873.npy
874,temp_slices/scan_874.npy,temp_slices/mask_874.npy
875,temp_slices/scan_875.npy,temp_slices/mask_875.npy
876,temp_slices/scan_876.npy,temp_slices/mask_876.npy
877,temp_slices/scan_877.npy,temp_slices/mask_877.npy
878,temp_slices/scan_878.npy,temp_slices/mask_878.npy
879,temp_slices/scan_879.npy,temp_slices/mask_879.npy
880,temp_slices/scan_880.npy,temp_slices/mask_880.npy
881,temp_slices/scan_881.npy,temp_slices/mask_881.npy
882,temp_slices/scan_882.npy,temp_slices/mask_882.npy
883,temp_slices/scan_883.npy,temp_slices/mask_883.npy
884,temp_slices/scan_884.npy,temp_slices/mask_884.npy
885,temp_slices/scan_885.npy,temp_slices/mask_885.npy
886,temp_slices/scan_886.npy,temp_slices/mask_886.npy
887,temp_slices/scan_887.npy,temp_slices/mask_887.npy
888,temp_slices/scan_888.npy,temp_slices/mask_888.npy
889,temp_slices/scan_889.npy,temp_slices/mask_889.npy
890,temp_slices/scan_890.npy,temp_slices/mask_890.npy
891,temp_slices/scan_891.npy,temp_slices/mask_891.npy
892,temp_slices/scan_892.npy,temp_slices/mask_892.npy
893,temp_slices/scan_893.npy,temp_slices/mask_893.npy
894,temp_slices/scan_894.npy,temp_slices/mask_894.npy
895,temp_slices/scan_895.npy,temp_slices/mask_895.npy
896,temp_slices/scan_896.npy,temp_slices/mask_896.npy
897,temp_slices/scan_897.npy,temp_slices/mask_897.npy
898,temp_slices/scan_898.npy,temp_slices/mask_898.npy
899,temp_slices/scan_899.npy,temp_slices/mask_899.npy
900,temp_slices/scan_900.npy,temp_slices/mask_900.npy
901,temp_slices/scan_901.npy,temp_slices/mask_901.npy
902,temp_slices/scan_902.npy,temp_slices/mask_902.npy
903,temp_slices/scan_903.npy,temp_slices/mask_903.npy
904,temp_slices/scan_904.npy,temp_slices/mask_904.npy
905,temp_slices/scan_905.npy,temp_slices/mask_905.npy
906,temp_slices/scan_906.npy,temp_slices/mask_906.npy
907,temp_slices/scan_907.npy,temp_slices/mask_907.npy
908,temp_slices/scan_908.npy,temp_slices/mask_908.npy
909,temp_slices/scan_909.npy,temp_slices/mask_909.npy
910,temp_slices/scan_910.npy,temp_slices/mask_910.npy
911,temp_slices/scan_911.npy,temp_slices/mask_911.npy
912,temp_slices/scan_912.npy,temp_slices/mask_912.npy
913,temp_slices/scan_913.npy,temp_slices/mask_913.npy
914,temp_slices/scan_914.npy,temp_slices/mask_914.npy
915,temp_slices/scan_915.npy,temp_slices/mask_915.npy
916,temp_slices/scan_916.npy,temp_slices/mask_916.npy
917,temp_slices/scan_917.npy,temp_slices/mask_917.npy
918,temp_slices/scan_918.npy,temp_slices/mask_918.npy
919,temp_slices/scan_919.npy,temp_slices/mask_919.npy
920,temp_slices/scan_920.npy,temp_slices/mask_920.npy
921,temp_slices/scan_921.npy,temp_slices/mask_921.npy
922,temp_slices/scan_922.npy,temp_slices/mask_922.npy
923,temp_slices/scan_923.npy,temp_slices/mask_923.npy
924,temp_slices/scan_924.npy,temp_slices/mask_924.npy
925,temp_slices/scan_925.npy,temp_slices/mask_925.npy
926,temp_slices/scan_926.npy,temp_slices/mask_926.npy
927,temp_slices/scan_927.npy,temp_slices/mask_927.npy
928,temp_slices/scan_928.npy,temp_slices/mask_928.npy
929,temp_slices/scan_929.npy,temp_slices/mask_929.npy
930,temp_slices/scan_930.npy,temp_slices/mask_930.npy
